order_id,customer_id,outlet_id,platform_id,order_datetime,order_status,cancellation_reason,gross_order_value,platform_funded_discount,restaurant_funded_discount,net_order_value,commission_amount,other_deductions,customer_delivery_fee,refund_amount,restaurant_settlement,packaging_cost,promised_minutes,prep_minutes,delivery_minutes,rating,basket_type,is_combo_order
51162,34237,1,1,2022-01-03 22:36:37,completed,,252.0,0.0,0.0,252.0,70.56,1.76,32.76,0.0,179.68,15.0,40,28,31,4,1 main,0
51163,33555,1,2,2022-01-03 11:39:53,completed,,323.0,0.0,0.0,323.0,90.44,2.26,43.61,0.0,230.3,15.0,40,27,27,2,1 main + beverage,0
51164,34238,1,2,2022-01-03 22:55:35,completed,,355.0,0.0,62.7,292.3,99.4,2.48,47.93,0.0,190.41,15.0,40,10,30,,1 main + beverage,0
51165,34239,1,1,2022-01-03 14:25:53,refunded_partial,,385.0,85.8,0.0,299.2,107.8,2.69,50.05,59.41,129.3,15.0,40,22,17,1,1 main,0
51166,34240,1,1,2022-01-03 14:04:38,completed,,304.0,0.0,0.0,304.0,85.12,2.13,39.52,0.0,216.75,15.0,40,24,17,,1 main + beverage,0
51167,34241,1,2,2022-01-03 15:36:25,completed,,293.0,0.0,0.0,293.0,82.04,2.05,39.55,0.0,208.91,15.0,40,19,32,5,1 main,0
51168,33386,1,2,2022-01-03 20:08:26,completed,,437.0,0.0,0.0,437.0,122.36,3.06,59.0,0.0,311.58,15.0,40,23,12,3,1 main + beverage,0
51169,34242,1,1,2022-01-03 16:12:00,completed,,385.0,101.22,0.0,283.78,107.8,2.69,50.05,0.0,173.29,15.0,40,25,21,,1 main,0
51170,34243,1,2,2022-01-03 16:11:12,completed,,350.0,0.0,0.0,350.0,98.0,2.45,47.25,0.0,249.55,15.0,40,8,31,,1 main,0
51171,34244,1,1,2022-01-03 18:42:50,completed,,344.0,64.55,0.0,279.45,96.32,2.41,44.72,0.0,180.72,15.0,40,11,25,5,1 main + add-on,0
51172,33193,1,2,2022-01-03 21:02:45,completed,,405.0,66.69,0.0,338.31,113.4,2.83,54.68,0.0,222.08,15.0,40,24,27,5,1 main + add-on,0
51173,34245,1,1,2022-01-03 19:22:58,completed,,302.0,0.0,0.0,302.0,84.56,2.11,39.26,0.0,215.33,15.0,40,22,15,4,1 main,0
51174,34246,1,2,2022-01-03 22:08:03,completed,,948.0,0.0,161.51,786.49,265.44,6.64,127.98,0.0,514.42,15.0,40,13,26,5,3 mains,0
51175,34247,1,1,2022-01-03 19:06:35,completed,,350.0,0.0,0.0,350.0,98.0,2.45,45.5,0.0,249.55,15.0,40,29,15,5,1 main + beverage,0
51176,33633,1,2,2022-01-03 19:12:26,completed,,305.0,0.0,0.0,305.0,85.4,2.14,41.18,0.0,217.47,15.0,40,17,29,2,1 main,0
51177,34248,1,1,2022-01-03 21:17:23,completed,,678.0,0.0,0.0,678.0,189.84,4.75,88.14,0.0,483.41,15.0,40,12,11,5,2 mains + beverage,0
51178,33195,1,1,2022-01-03 20:18:21,completed,,475.2,0.0,89.67,385.53,133.06,3.33,61.78,0.0,249.15,15.0,40,24,26,,2 mains,1
51179,34249,1,1,2022-01-03 16:29:54,completed,,595.8,0.0,0.0,595.8,166.82,4.17,77.45,0.0,424.81,15.0,40,21,23,3,2 mains,1
51180,33477,1,2,2022-01-03 11:23:25,completed,,311.0,0.0,0.0,311.0,87.08,2.18,41.98,0.0,221.74,15.0,40,21,17,4,1 main,0
51181,33210,1,2,2022-01-03 20:30:41,completed,,555.3,0.0,0.0,555.3,155.48,3.89,74.97,0.0,395.93,15.0,40,14,15,4,2 mains,1
51182,34250,1,2,2022-01-03 19:04:42,completed,,389.0,0.0,0.0,389.0,108.92,2.72,52.52,0.0,277.36,15.0,40,20,32,,1 main,0
51183,34251,1,1,2022-01-03 21:12:29,completed,,309.6,0.0,0.0,309.6,86.69,2.17,40.25,0.0,220.74,15.0,40,23,26,5,1 main + add-on,1
51184,33730,1,1,2022-01-03 12:02:25,completed,,308.0,103.41,0.0,204.59,86.24,2.16,40.04,0.0,116.19,15.0,40,19,16,,1 main,0
51185,34252,2,1,2022-01-03 20:19:03,completed,,302.0,0.0,0.0,302.0,84.56,2.11,39.26,0.0,215.33,15.0,40,15,15,5,1 main,0
51186,34253,2,2,2022-01-03 22:15:32,completed,,240.0,0.0,0.0,240.0,67.2,1.68,32.4,0.0,171.12,15.0,40,19,17,5,1 main + beverage,0
51187,34254,2,1,2022-01-03 11:27:44,completed,,208.0,0.0,0.0,208.0,58.24,1.46,27.04,0.0,148.3,15.0,40,24,51,5,1 main,0
51188,34255,2,2,2022-01-03 21:22:06,completed,,389.0,119.47,0.0,269.53,108.92,2.72,52.52,0.0,157.89,15.0,40,25,13,,1 main,0
51189,34256,2,1,2022-01-03 11:49:47,completed,,346.0,0.0,0.0,346.0,96.88,2.42,44.98,0.0,246.7,15.0,40,23,19,5,1 main,0
51190,34257,2,2,2022-01-03 18:36:24,completed,,367.0,0.0,84.13,282.87,102.76,2.57,49.55,0.0,177.54,15.0,40,23,18,5,1 main + beverage,0
51191,33378,2,1,2022-01-03 20:02:04,completed,,388.0,0.0,0.0,388.0,108.64,2.72,50.44,0.0,276.64,15.0,40,21,21,,1 main + add-on,0
51192,34258,2,2,2022-01-03 20:14:41,completed,,503.1,0.0,0.0,503.1,140.87,3.52,67.92,0.0,358.71,15.0,40,18,28,5,2 mains,1
51193,33510,2,1,2022-01-03 22:19:37,completed,,624.0,112.34,0.0,511.66,174.72,4.37,81.12,0.0,332.57,15.0,40,21,30,3,2 mains,0
51194,34259,2,1,2022-01-03 22:45:20,completed,,208.0,57.07,0.0,150.93,58.24,1.46,27.04,0.0,91.23,15.0,40,19,34,,1 main,0
51195,34260,2,2,2022-01-03 20:22:34,completed,,694.0,89.04,0.0,604.96,194.32,4.86,93.69,0.0,405.78,15.0,40,20,16,,2 mains,0
51196,34261,2,1,2022-01-03 22:05:21,completed,,433.0,0.0,0.0,433.0,121.24,3.03,56.29,0.0,308.73,15.0,40,21,19,5,1 main + beverage,0
51197,34262,2,1,2022-01-03 15:32:31,completed,,385.0,65.66,0.0,319.34,107.8,2.69,50.05,0.0,208.84,15.0,40,14,22,3,1 main,0
51198,34263,2,2,2022-01-03 14:09:49,completed,,389.0,0.0,0.0,389.0,108.92,2.72,52.52,0.0,277.36,15.0,40,14,11,,1 main,0
51199,33818,2,1,2022-01-03 17:40:03,completed,,442.0,82.67,0.0,359.33,123.76,3.09,57.46,0.0,232.48,15.0,40,15,16,5,1 main + beverage,0
51200,34264,3,2,2022-01-03 21:13:32,completed,,691.0,0.0,0.0,691.0,193.48,4.84,93.29,0.0,492.68,15.0,40,19,20,,2 mains + beverage,0
51201,34265,3,2,2022-01-03 22:09:23,completed,,305.0,0.0,38.4,266.6,85.4,2.14,41.18,0.0,179.06,15.0,40,32,25,2,1 main,0
51202,34266,3,1,2022-01-03 22:28:48,completed,,308.0,0.0,0.0,308.0,86.24,2.16,40.04,0.0,219.6,15.0,40,26,21,4,1 main,0
51203,34267,3,2,2022-01-03 21:17:46,completed,,337.0,0.0,0.0,337.0,94.36,2.36,45.5,0.0,240.28,15.0,40,15,18,4,1 main,0
51204,34268,3,1,2022-01-03 21:21:49,completed,,332.0,0.0,0.0,332.0,92.96,2.32,43.16,0.0,236.72,15.0,40,23,31,,1 main + add-on,0
51205,34269,3,1,2022-01-03 13:21:59,completed,,382.0,0.0,0.0,382.0,106.96,2.67,49.66,0.0,272.37,15.0,40,22,23,5,1 main + beverage,0
51206,34270,3,1,2022-01-03 20:23:31,completed,,334.0,0.0,0.0,334.0,93.52,2.34,43.42,0.0,238.14,15.0,40,25,20,5,1 main,0
51207,34271,3,1,2022-01-03 19:19:28,completed,,366.0,0.0,55.72,310.28,102.48,2.56,47.58,0.0,205.24,15.0,40,20,17,,1 main,0
51208,34272,3,2,2022-01-03 21:18:55,completed,,305.0,61.22,0.0,243.78,85.4,2.14,41.18,0.0,156.24,15.0,40,25,30,,1 main,0
51209,33616,1,2,2022-01-04 22:22:34,completed,,385.0,0.0,0.0,385.0,107.8,2.69,51.98,0.0,274.5,15.0,40,14,33,2,1 main + beverage,0
51210,34273,1,2,2022-01-04 21:04:20,completed,,389.0,0.0,0.0,389.0,108.92,2.72,52.52,0.0,277.36,15.0,40,9,24,,1 main,0
51211,34274,1,2,2022-01-04 22:16:18,completed,,655.0,73.66,0.0,581.34,183.4,4.58,88.43,0.0,393.35,15.0,40,20,18,5,2 mains,0
51212,33746,1,1,2022-01-04 19:09:34,completed,,316.0,80.0,0.0,236.0,88.48,2.21,41.08,0.0,145.31,15.0,40,20,32,5,1 main,0
51213,33563,1,2,2022-01-04 11:52:33,completed,,325.0,80.35,0.0,244.65,91.0,2.27,43.88,0.0,151.37,15.0,40,17,22,,1 main,0
51214,34275,1,1,2022-01-04 16:17:12,refunded_partial,,385.0,60.11,0.0,324.89,107.8,2.69,50.05,65.34,149.06,15.0,40,19,19,3,1 main,0
51215,34276,1,2,2022-01-04 22:20:23,completed,,642.0,108.41,0.0,533.59,179.76,4.49,86.67,0.0,349.33,15.0,40,11,18,5,2 mains,0
51216,34277,1,1,2022-01-04 11:22:41,completed,,394.0,99.33,0.0,294.67,110.32,2.76,51.22,0.0,181.59,15.0,40,24,14,5,1 main + beverage,0
51217,33702,1,2,2022-01-04 17:06:41,completed,,255.0,35.53,0.0,219.47,71.4,1.79,34.43,0.0,146.28,15.0,40,25,20,5,1 main,0
51218,34278,1,1,2022-01-04 20:26:17,completed,,302.0,78.65,0.0,223.35,84.56,2.11,39.26,0.0,136.67,15.0,40,20,28,5,1 main,0
51219,34279,1,2,2022-01-04 13:32:46,completed,,293.0,0.0,0.0,293.0,82.04,2.05,39.55,0.0,208.91,15.0,40,23,29,,1 main,0
51220,34280,1,1,2022-01-04 19:29:23,completed,,415.0,76.56,0.0,338.44,116.2,2.91,53.95,0.0,219.34,15.0,40,28,25,,1 main + beverage,0
51221,34281,1,1,2022-01-04 09:45:39,refunded_partial,,426.0,0.0,0.0,426.0,119.28,2.98,55.38,77.32,226.41,15.0,40,22,23,2,1 main + beverage,0
51222,33139,1,2,2022-01-04 18:13:47,refunded_partial,,398.0,0.0,0.0,398.0,111.44,2.79,53.73,109.58,174.19,15.0,40,20,18,3,1 main + beverage,0
51223,34282,1,1,2022-01-04 11:42:21,completed,,316.0,0.0,0.0,316.0,88.48,2.21,41.08,0.0,225.31,15.0,40,22,14,5,1 main,0
51224,34283,2,1,2022-01-04 22:27:29,completed,,264.0,45.01,0.0,218.99,73.92,1.85,34.32,0.0,143.23,15.0,40,19,24,,1 main,0
51225,34254,2,1,2022-01-04 14:04:54,completed,,252.0,0.0,48.52,203.48,70.56,1.76,32.76,0.0,131.15,15.0,40,16,25,5,1 main,0
51226,34284,2,2,2022-01-04 12:50:48,completed,,278.0,0.0,0.0,278.0,77.84,1.95,37.53,0.0,198.21,15.0,40,19,27,5,1 main,0
51227,34285,2,1,2022-01-04 22:57:29,completed,,275.0,64.12,0.0,210.88,77.0,1.93,35.75,0.0,131.95,15.0,40,21,15,,1 main,0
51228,34286,2,1,2022-01-04 13:58:18,completed,,433.0,128.67,0.0,304.33,121.24,3.03,56.29,0.0,180.06,15.0,40,14,20,5,1 main + beverage,0
51229,33903,2,2,2022-01-04 12:33:48,completed,,308.0,0.0,0.0,308.0,86.24,2.16,41.58,0.0,219.6,15.0,40,24,21,4,1 main + beverage,0
51230,34287,2,1,2022-01-04 20:00:14,completed,,847.0,0.0,0.0,847.0,237.16,5.93,110.11,0.0,603.91,15.0,40,23,23,3,2 mains + beverage,0
51231,34288,2,1,2022-01-04 14:52:53,completed,,716.0,113.53,0.0,602.47,200.48,5.01,93.08,0.0,396.97,15.0,40,24,12,,2 mains + beverage,0
51232,34289,2,2,2022-01-04 21:13:28,completed,,350.0,98.81,0.0,251.19,98.0,2.45,47.25,0.0,150.74,15.0,40,24,29,5,1 main,0
51233,33967,2,1,2022-01-04 21:02:55,completed,,680.0,0.0,96.78,583.22,190.4,4.76,88.4,0.0,388.06,15.0,40,15,20,3,2 mains,0
51234,34290,2,1,2022-01-04 20:05:02,completed,,290.0,65.56,0.0,224.44,81.2,2.03,37.7,0.0,141.21,15.0,40,27,25,4,1 main,0
51235,34291,2,1,2022-01-04 13:03:31,completed,,316.0,112.63,0.0,203.37,88.48,2.21,41.08,0.0,112.67,15.0,40,22,40,,1 main,0
51236,34292,2,2,2022-01-04 19:01:44,completed,,337.0,0.0,0.0,337.0,94.36,2.36,45.5,0.0,240.28,15.0,40,16,25,5,1 main,0
51237,34293,3,2,2022-01-04 18:04:43,completed,,652.0,136.43,0.0,515.57,182.56,4.56,88.02,0.0,328.44,15.0,40,23,16,5,2 mains + beverage,0
51238,34294,3,1,2022-01-04 11:14:26,completed,,364.0,0.0,0.0,364.0,101.92,2.55,47.32,0.0,259.53,15.0,40,25,20,5,1 main + beverage,0
51239,34295,3,1,2022-01-04 20:00:45,completed,,322.0,40.37,0.0,281.63,90.16,2.25,41.86,0.0,189.21,15.0,40,23,24,5,1 main,0
51240,34296,3,1,2022-01-04 07:34:06,completed,,290.0,55.65,0.0,234.35,81.2,2.03,37.7,0.0,151.12,15.0,40,15,23,,1 main,0
51241,34297,3,2,2022-01-04 12:54:55,completed,,278.0,16.91,0.0,261.09,77.84,1.95,37.53,0.0,181.3,15.0,40,28,36,,1 main,0
51242,34298,3,2,2022-01-04 18:10:45,completed,,305.0,0.0,58.23,246.77,85.4,2.14,41.18,0.0,159.24,15.0,40,16,24,5,1 main,0
51243,34299,3,2,2022-01-04 20:26:34,completed,,681.0,116.05,0.0,564.95,190.68,4.77,91.94,0.0,369.5,15.0,40,17,13,4,2 mains,0
51244,33737,1,2,2022-01-05 19:06:03,completed,,368.0,0.0,0.0,368.0,103.04,2.58,49.68,0.0,262.38,15.0,40,26,20,3,1 main + add-on,0
51245,34300,1,2,2022-01-05 07:36:18,completed,,293.0,63.06,0.0,229.94,82.04,2.05,39.55,0.0,145.85,15.0,40,17,22,5,1 main,0
51246,34301,1,1,2022-01-05 11:37:41,completed,,376.0,0.0,0.0,376.0,105.28,2.63,48.88,0.0,268.09,15.0,40,21,14,3,1 main + beverage,0
51247,34302,1,2,2022-01-05 21:14:42,completed,,337.0,73.61,0.0,263.39,94.36,2.36,45.5,0.0,166.67,15.0,40,17,24,4,1 main,0
51248,34303,1,2,2022-01-05 20:19:33,completed,,630.0,170.74,0.0,459.26,176.4,4.41,85.05,0.0,278.45,15.0,40,13,11,,2 mains,0
51249,33516,1,2,2022-01-05 19:28:22,completed,,305.0,0.0,45.63,259.37,85.4,2.14,41.18,0.0,171.83,15.0,40,23,30,5,1 main,0
51250,34304,1,2,2022-01-05 12:42:00,completed,,449.0,97.33,0.0,351.67,125.72,3.14,60.62,0.0,222.8,15.0,40,14,10,4,1 main + beverage,0
51251,34305,1,1,2022-01-05 11:08:10,completed,,346.0,0.0,0.0,346.0,96.88,2.42,44.98,0.0,246.7,15.0,40,23,21,,1 main,0
51252,34306,1,1,2022-01-05 20:27:57,cancelled,item unavailable,640.8,0.0,0.0,640.8,179.42,4.49,83.3,0.0,456.89,0.0,40,19,24,,2 mains,1
51253,34307,1,1,2022-01-05 22:25:39,completed,,316.0,45.98,0.0,270.02,88.48,2.21,41.08,0.0,179.33,15.0,40,14,17,,1 main,0
51254,34308,1,1,2022-01-05 12:08:04,completed,,590.4,172.09,0.0,418.31,165.31,4.13,76.75,0.0,248.87,15.0,40,24,18,,2 mains,1
51255,34309,1,2,2022-01-05 21:12:44,completed,,392.0,0.0,0.0,392.0,109.76,2.74,52.92,0.0,279.5,15.0,40,10,29,5,1 main + add-on,0
51256,33438,1,1,2022-01-05 19:21:23,completed,,610.0,0.0,0.0,610.0,170.8,4.27,79.3,0.0,434.93,15.0,40,17,29,5,2 mains,0
51257,34310,1,2,2022-01-05 22:01:37,completed,,370.0,0.0,0.0,370.0,103.6,2.59,49.95,0.0,263.81,15.0,40,17,18,,1 main,0
51258,34311,1,2,2022-01-05 14:20:53,completed,,389.0,84.56,0.0,304.44,108.92,2.72,52.52,0.0,192.8,15.0,40,22,18,5,1 main,0
51259,34312,1,2,2022-01-05 19:02:30,completed,,720.0,0.0,166.96,553.04,201.6,5.04,97.2,0.0,346.4,15.0,40,14,24,2,2 mains,0
51260,34313,1,2,2022-01-05 21:13:54,completed,,293.0,0.0,0.0,293.0,82.04,2.05,39.55,0.0,208.91,15.0,40,21,24,5,1 main,0
51261,33758,1,2,2022-01-05 12:52:35,completed,,293.0,56.74,0.0,236.26,82.04,2.05,39.55,0.0,152.17,15.0,40,15,29,5,1 main,0
51262,33343,1,1,2022-01-05 22:23:53,completed,,350.0,0.0,0.0,350.0,98.0,2.45,45.5,0.0,249.55,15.0,40,21,18,,1 main + beverage,0
51263,34314,1,2,2022-01-05 11:32:04,completed,,341.0,0.0,0.0,341.0,95.48,2.39,46.04,0.0,243.13,15.0,40,24,41,,1 main + beverage,0
51264,34315,1,2,2022-01-05 11:36:35,completed,,681.0,215.62,0.0,465.38,190.68,4.77,91.94,0.0,269.93,15.0,40,20,20,,2 mains,0
51265,34316,1,1,2022-01-05 18:24:04,completed,,696.0,97.69,0.0,598.31,194.88,4.87,90.48,0.0,398.55,15.0,40,13,34,4,2 mains + beverage,0
51266,34176,1,1,2022-01-05 14:42:23,completed,,346.0,0.0,0.0,346.0,96.88,2.42,44.98,0.0,246.7,15.0,40,17,29,,1 main,0
51267,34317,2,1,2022-01-05 12:53:58,completed,,252.0,0.0,0.0,252.0,70.56,1.76,32.76,0.0,179.68,15.0,40,28,20,5,1 main,0
51268,34318,2,2,2022-01-05 22:28:01,completed,,610.2,0.0,0.0,610.2,170.86,4.27,82.38,0.0,435.07,15.0,40,16,27,5,2 mains + beverage,1
51269,34319,2,2,2022-01-05 14:22:49,completed,,380.0,0.0,0.0,380.0,106.4,2.66,51.3,0.0,270.94,15.0,40,19,16,,1 main + beverage,0
51270,34320,2,1,2022-01-05 14:23:54,completed,,442.0,0.0,59.58,382.42,123.76,3.09,57.46,0.0,255.57,15.0,40,14,31,,1 main + beverage,0
51271,34321,2,2,2022-01-05 18:26:54,completed,,335.0,0.0,0.0,335.0,93.8,2.35,45.23,0.0,238.85,15.0,40,19,26,,1 main + beverage,0
51272,34322,2,1,2022-01-05 16:42:19,completed,,302.0,53.75,0.0,248.25,84.56,2.11,39.26,0.0,161.57,15.0,40,18,18,,1 main,0
51273,34323,2,2,2022-01-05 21:27:16,completed,,636.0,0.0,0.0,636.0,178.08,4.45,85.86,0.0,453.47,15.0,40,10,26,5,2 mains,0
51274,33924,2,1,2022-01-05 20:00:54,completed,,362.0,0.0,0.0,362.0,101.36,2.53,47.06,0.0,258.11,15.0,40,24,24,4,1 main + beverage,0
51275,34324,2,2,2022-01-05 11:52:07,completed,,398.0,0.0,0.0,398.0,111.44,2.79,53.73,0.0,283.77,15.0,40,19,23,,1 main + beverage,0
51276,33307,2,2,2022-01-05 14:32:18,completed,,642.6,0.0,0.0,642.6,179.93,4.5,86.75,0.0,458.17,15.0,40,21,21,5,2 mains,1
51277,33564,2,1,2022-01-05 19:18:15,completed,,386.0,0.0,46.46,339.54,108.08,2.7,50.18,0.0,228.76,15.0,40,26,22,,1 main + beverage,0
51278,33765,2,2,2022-01-05 16:36:48,completed,,648.0,119.46,0.0,528.54,181.44,4.54,87.48,0.0,342.56,15.0,40,25,18,5,2 mains,0
51279,34325,3,1,2022-01-05 09:16:11,completed,,302.0,0.0,0.0,302.0,84.56,2.11,39.26,0.0,215.33,15.0,40,28,30,5,1 main,0
51280,34326,3,1,2022-01-05 22:08:07,completed,,607.5,158.28,0.0,449.22,170.1,4.25,78.98,0.0,274.87,15.0,40,15,13,4,2 mains,1
51281,34254,3,1,2022-01-05 11:18:39,completed,,256.0,0.0,63.64,192.36,71.68,1.79,33.28,0.0,118.89,15.0,40,26,30,,1 main + beverage,0
51282,34327,3,2,2022-01-05 22:18:15,completed,,648.0,162.3,0.0,485.7,181.44,4.54,87.48,0.0,299.72,15.0,40,17,19,4,2 mains,0
51283,34328,3,2,2022-01-05 22:04:03,completed,,311.0,0.0,0.0,311.0,87.08,2.18,41.98,0.0,221.74,15.0,40,19,32,1,1 main,0
51284,34329,3,1,2022-01-05 12:23:29,completed,,388.0,105.63,0.0,282.37,108.64,2.72,50.44,0.0,171.01,15.0,40,20,18,5,1 main + add-on,0
51285,34330,3,1,2022-01-05 14:38:59,completed,,642.0,0.0,0.0,642.0,179.76,4.49,83.46,0.0,457.75,15.0,40,20,32,,2 mains,0
51286,33413,3,1,2022-01-05 22:19:34,completed,,566.0,0.0,82.2,483.8,158.48,3.96,73.58,0.0,321.36,15.0,40,19,27,,2 mains,0
51287,34331,3,2,2022-01-05 20:28:54,completed,,385.0,0.0,0.0,385.0,107.8,2.69,51.98,0.0,274.5,15.0,40,26,29,5,1 main + beverage,0
51288,34332,1,2,2022-01-06 22:01:12,completed,,267.0,51.89,0.0,215.11,74.76,1.87,36.05,0.0,138.48,15.0,40,32,11,,1 main,0
51289,34333,1,2,2022-01-06 12:40:41,completed,,350.0,62.16,0.0,287.84,98.0,2.45,47.25,0.0,187.39,15.0,40,19,29,,1 main,0
51290,33656,1,1,2022-01-06 22:20:38,completed,,256.0,23.77,0.0,232.23,71.68,1.79,33.28,0.0,158.76,15.0,40,21,23,,1 main + beverage,0
51291,33831,1,1,2022-01-06 11:54:01,refunded_partial,,606.6,155.87,0.0,450.73,169.85,4.25,78.86,123.62,153.02,15.0,40,29,19,5,2 mains,1
51292,34040,1,1,2022-01-06 22:14:05,completed,,592.0,77.3,0.0,514.7,165.76,4.14,76.96,0.0,344.79,15.0,40,20,26,4,2 mains,0
51293,34051,1,2,2022-01-06 19:18:45,completed,,319.0,127.31,0.0,191.69,89.32,2.23,43.07,0.0,100.13,15.0,40,21,24,,1 main,0
51294,34334,1,1,2022-01-06 09:03:17,completed,,761.0,0.0,0.0,761.0,213.08,5.33,98.93,0.0,542.59,15.0,40,18,26,5,2 mains + beverage,0
51295,34335,1,1,2022-01-06 07:12:02,completed,,385.0,0.0,0.0,385.0,107.8,2.69,50.05,0.0,274.5,15.0,40,22,11,4,1 main,0
51296,33383,1,2,2022-01-06 12:45:34,completed,,685.0,0.0,0.0,685.0,191.8,4.79,92.48,0.0,488.4,15.0,40,21,28,5,2 mains + beverage,0
51297,34336,1,1,2022-01-06 13:51:02,completed,,302.0,0.0,0.0,302.0,84.56,2.11,39.26,0.0,215.33,15.0,40,17,14,,1 main,0
51298,34337,1,1,2022-01-06 10:09:54,completed,,275.0,67.59,0.0,207.41,77.0,1.93,35.75,0.0,128.49,15.0,40,17,21,,1 main,0
51299,34338,1,2,2022-01-06 21:10:31,completed,,700.0,0.0,0.0,700.0,196.0,4.9,94.5,0.0,499.1,15.0,40,26,20,5,2 mains,0
51300,34339,1,1,2022-01-06 15:15:06,completed,,308.0,0.0,33.9,274.1,86.24,2.16,40.04,0.0,185.71,15.0,40,23,26,,1 main,0
51301,34340,1,1,2022-01-06 19:15:43,completed,,528.0,0.0,44.82,483.18,147.84,3.7,68.64,0.0,331.65,15.0,40,22,26,,2 mains,0
51302,34293,1,2,2022-01-06 15:53:39,completed,,319.0,0.0,0.0,319.0,89.32,2.23,43.07,0.0,227.45,15.0,40,20,28,,1 main,0
51303,34341,1,1,2022-01-06 12:09:36,completed,,731.0,250.9,0.0,480.1,204.68,5.12,95.03,0.0,270.31,15.0,40,16,16,5,2 mains,0
51304,34342,1,2,2022-01-06 07:27:46,completed,,625.5,185.77,0.0,439.73,175.14,4.38,84.44,0.0,260.21,15.0,40,13,48,3,2 mains,1
51305,34343,1,1,2022-01-06 17:51:20,completed,,716.0,135.41,0.0,580.59,200.48,5.01,93.08,0.0,375.1,15.0,40,18,33,4,2 mains + beverage,0
51306,33670,1,2,2022-01-06 20:23:46,completed,,389.0,65.48,0.0,323.52,108.92,2.72,52.52,0.0,211.87,15.0,40,18,40,,1 main,0
51307,34344,1,1,2022-01-06 22:05:07,completed,,565.0,0.0,80.5,484.5,158.2,3.96,73.45,0.0,322.35,15.0,40,27,26,,2 mains,0
51308,34147,1,1,2022-01-06 17:09:18,completed,,442.0,0.0,0.0,442.0,123.76,3.09,57.46,0.0,315.15,15.0,40,31,24,2,1 main + beverage,0
51309,33672,1,1,2022-01-06 22:04:38,completed,,751.0,0.0,0.0,751.0,210.28,5.26,97.63,0.0,535.46,15.0,40,18,21,4,2 mains,0
51310,33347,1,1,2022-01-06 21:10:33,completed,,760.0,106.0,0.0,654.0,212.8,5.32,98.8,0.0,435.88,15.0,40,22,26,,2 mains + beverage,0
51311,33971,1,1,2022-01-06 10:59:14,completed,,346.0,95.92,0.0,250.08,96.88,2.42,44.98,0.0,150.77,15.0,40,20,15,,1 main,0
51312,34345,2,2,2022-01-06 20:03:21,completed,,389.0,79.0,0.0,310.0,108.92,2.72,52.52,0.0,198.35,15.0,40,14,22,5,1 main,0
51313,34346,2,2,2022-01-06 14:27:41,completed,,353.0,52.33,0.0,300.67,98.84,2.47,47.66,0.0,199.36,15.0,40,28,13,1,1 main + beverage,0
51314,34347,2,1,2022-01-06 14:07:57,completed,,761.0,68.02,0.0,692.98,213.08,5.33,98.93,0.0,474.58,15.0,40,24,18,2,2 mains + beverage,0
51315,33415,2,2,2022-01-06 20:14:15,completed,,305.0,0.0,0.0,305.0,85.4,2.14,41.18,0.0,217.47,15.0,40,11,30,3,1 main,0
51316,34348,2,1,2022-01-06 19:02:43,completed,,610.0,148.66,0.0,461.34,170.8,4.27,79.3,0.0,286.27,15.0,40,30,32,3,2 mains,0
51317,34349,2,1,2022-01-06 17:53:39,completed,,252.0,55.09,0.0,196.91,70.56,1.76,32.76,0.0,124.58,15.0,40,17,17,5,1 main,0
51318,34246,2,2,2022-01-06 12:19:39,completed,,598.0,0.0,134.33,463.67,167.44,4.19,80.73,0.0,292.04,15.0,40,13,55,5,2 mains,0
51319,34350,2,2,2022-01-06 15:19:21,completed,,668.0,208.4,0.0,459.6,187.04,4.68,90.18,0.0,267.89,15.0,40,16,26,,2 mains + beverage,0
51320,34351,2,1,2022-01-06 18:06:08,completed,,433.0,0.0,0.0,433.0,121.24,3.03,56.29,0.0,308.73,15.0,40,29,15,4,1 main + beverage,0
51321,33725,2,1,2022-01-06 18:37:48,completed,,302.0,0.0,0.0,302.0,84.56,2.11,39.26,0.0,215.33,15.0,40,23,16,2,1 main,0
51322,34024,2,1,2022-01-06 21:15:10,completed,,414.0,87.05,0.0,326.95,115.92,2.9,53.82,0.0,208.13,15.0,40,30,18,,1 main + beverage,0
51323,33312,2,1,2022-01-06 12:15:29,cancelled,restaurant delay,662.0,73.06,0.0,588.94,185.36,4.63,86.06,0.0,398.95,0.0,40,18,12,,2 mains,0
51324,34352,3,2,2022-01-06 18:55:16,completed,,685.0,134.76,0.0,550.24,191.8,4.79,92.48,0.0,353.65,15.0,40,20,16,,2 mains + beverage,0
51325,34353,3,1,2022-01-06 19:11:49,completed,,376.0,47.61,0.0,328.39,105.28,2.63,48.88,0.0,220.48,15.0,40,11,24,5,1 main + beverage,0
51326,34354,3,2,2022-01-06 21:16:11,completed,,711.0,222.63,0.0,488.37,199.08,4.98,95.98,0.0,284.32,15.0,40,21,13,,2 mains + beverage,0
51327,34355,3,1,2022-01-06 22:03:52,completed,,735.0,131.65,0.0,603.35,205.8,5.15,95.55,0.0,392.4,15.0,40,19,17,,2 mains + beverage,0
51328,34356,3,1,2022-01-06 19:10:11,completed,,322.0,0.0,31.49,290.51,90.16,2.25,41.86,0.0,198.1,15.0,40,13,15,4,1 main,0
