wastage_id,outlet_id,wastage_date,waste_type,quantity_kg,estimated_cost,reason
12659,2,2022-04-11,spoilage,0.06,7.19,routine
12660,2,2022-04-11,returned_order,0.02,2.68,routine
12661,3,2022-04-11,prep_waste,0.39,56.12,routine
12662,3,2022-04-11,unsold_cooked,0.24,25.41,routine
12663,3,2022-04-11,spoilage,0.07,9.96,routine
12664,3,2022-04-11,returned_order,0.57,73.77,routine
12665,1,2022-04-12,prep_waste,0.27,31.68,routine
12666,1,2022-04-12,unsold_cooked,0.1,16.1,routine
12667,1,2022-04-12,spoilage,0.04,5.83,routine
12668,1,2022-04-12,returned_order,0.02,3.01,routine
12669,2,2022-04-12,prep_waste,0.33,36.49,routine
12670,2,2022-04-12,unsold_cooked,0.13,20.42,routine
12671,2,2022-04-12,spoilage,0.05,7.0,routine
12672,2,2022-04-12,returned_order,0.02,2.12,routine
12673,3,2022-04-12,prep_waste,0.19,23.41,routine
12674,3,2022-04-12,unsold_cooked,0.1,11.94,routine
12675,3,2022-04-12,spoilage,0.06,7.27,routine
12676,3,2022-04-12,returned_order,0.02,2.57,routine
12677,1,2022-04-13,prep_waste,0.36,50.56,routine
12678,1,2022-04-13,unsold_cooked,0.13,14.48,routine
12679,1,2022-04-13,spoilage,0.08,9.84,routine
12680,1,2022-04-13,returned_order,0.58,80.92,routine
12681,2,2022-04-13,prep_waste,0.39,54.24,routine
12682,2,2022-04-13,unsold_cooked,0.22,31.93,routine
12683,2,2022-04-13,spoilage,0.07,9.99,routine
12684,2,2022-04-13,returned_order,0.02,2.98,routine
12685,3,2022-04-13,prep_waste,0.19,22.99,routine
12686,3,2022-04-13,unsold_cooked,0.24,25.9,routine
12687,3,2022-04-13,spoilage,0.04,5.21,routine
12688,3,2022-04-13,returned_order,0.73,101.66,routine
12689,1,2022-04-14,prep_waste,0.18,25.34,routine
12690,1,2022-04-14,unsold_cooked,0.22,30.03,routine
12691,1,2022-04-14,spoilage,0.05,6.26,routine
12692,1,2022-04-14,returned_order,0.02,2.5,routine
12693,2,2022-04-14,prep_waste,0.21,30.51,routine
12694,2,2022-04-14,unsold_cooked,0.19,20.5,routine
12695,2,2022-04-14,spoilage,0.07,11.35,routine
12696,2,2022-04-14,returned_order,0.02,2.94,routine
12697,3,2022-04-14,prep_waste,0.28,37.65,routine
12698,3,2022-04-14,unsold_cooked,0.17,21.01,routine
12699,3,2022-04-14,spoilage,0.08,11.87,routine
12700,3,2022-04-14,returned_order,0.02,2.79,routine
12701,1,2022-04-15,prep_waste,0.24,37.47,routine
12702,1,2022-04-15,unsold_cooked,0.2,30.29,routine
12703,1,2022-04-15,spoilage,0.05,7.38,routine
12704,1,2022-04-15,returned_order,0.02,2.45,routine
12705,2,2022-04-15,prep_waste,0.23,34.39,routine
12706,2,2022-04-15,unsold_cooked,0.13,19.02,routine
12707,2,2022-04-15,spoilage,0.04,5.56,routine
12708,2,2022-04-15,returned_order,0.02,2.63,routine
12709,3,2022-04-15,prep_waste,0.36,45.91,routine
12710,3,2022-04-15,unsold_cooked,0.12,17.87,routine
12711,3,2022-04-15,spoilage,0.08,9.62,routine
12712,3,2022-04-15,returned_order,0.02,2.26,routine
12713,1,2022-04-16,prep_waste,0.25,26.97,routine
12714,1,2022-04-16,unsold_cooked,0.22,25.34,routine
12715,1,2022-04-16,spoilage,0.05,7.26,routine
12716,1,2022-04-16,returned_order,0.67,80.5,routine
12717,2,2022-04-16,prep_waste,0.38,42.95,routine
12718,2,2022-04-16,unsold_cooked,0.13,19.47,routine
12719,2,2022-04-16,spoilage,0.07,11.42,routine
12720,2,2022-04-16,returned_order,0.02,2.83,routine
12721,3,2022-04-16,prep_waste,0.35,53.28,routine
12722,3,2022-04-16,unsold_cooked,0.17,25.82,routine
12723,3,2022-04-16,spoilage,0.05,6.65,routine
12724,3,2022-04-16,returned_order,0.02,2.75,routine
12725,1,2022-04-17,prep_waste,0.27,31.1,routine
12726,1,2022-04-17,unsold_cooked,0.17,21.94,routine
12727,1,2022-04-17,spoilage,0.04,5.04,routine
12728,1,2022-04-17,returned_order,1.16,121.61,routine
12729,2,2022-04-17,prep_waste,0.4,55.53,routine
12730,2,2022-04-17,unsold_cooked,0.12,12.79,routine
12731,2,2022-04-17,spoilage,0.04,6.34,routine
12732,2,2022-04-17,returned_order,0.02,2.56,routine
12733,3,2022-04-17,prep_waste,0.29,41.69,routine
12734,3,2022-04-17,unsold_cooked,0.15,23.13,routine
12735,3,2022-04-17,spoilage,0.04,4.69,routine
12736,3,2022-04-17,returned_order,0.02,2.87,routine
12737,1,2022-04-18,prep_waste,0.37,53.2,routine
12738,1,2022-04-18,unsold_cooked,0.16,16.73,routine
12739,1,2022-04-18,spoilage,0.07,9.94,routine
12740,1,2022-04-18,returned_order,0.57,80.13,routine
12741,2,2022-04-18,prep_waste,0.23,25.59,routine
12742,2,2022-04-18,unsold_cooked,0.19,27.66,routine
12743,2,2022-04-18,spoilage,0.08,9.75,routine
12744,2,2022-04-18,returned_order,0.02,2.91,routine
12745,3,2022-04-18,prep_waste,0.32,40.99,routine
12746,3,2022-04-18,unsold_cooked,0.18,25.44,routine
12747,3,2022-04-18,spoilage,0.04,5.96,routine
12748,3,2022-04-18,returned_order,0.79,110.38,routine
12749,1,2022-04-19,prep_waste,0.25,31.1,routine
12750,1,2022-04-19,unsold_cooked,0.19,28.06,routine
12751,1,2022-04-19,spoilage,0.06,8.71,routine
12752,1,2022-04-19,returned_order,0.02,2.89,routine
12753,2,2022-04-19,prep_waste,0.34,47.19,routine
12754,2,2022-04-19,unsold_cooked,0.1,16.03,routine
12755,2,2022-04-19,spoilage,0.04,5.49,routine
12756,2,2022-04-19,returned_order,0.02,2.93,routine
12757,3,2022-04-19,prep_waste,0.35,40.24,routine
12758,3,2022-04-19,unsold_cooked,0.21,32.51,routine
12759,3,2022-04-19,spoilage,0.04,5.28,routine
12760,3,2022-04-19,returned_order,0.02,2.32,routine
12761,1,2022-04-20,prep_waste,0.21,29.73,routine
12762,1,2022-04-20,unsold_cooked,0.19,26.56,routine
12763,1,2022-04-20,spoilage,0.05,7.71,routine
12764,1,2022-04-20,returned_order,0.02,2.48,routine
12765,2,2022-04-20,prep_waste,0.34,46.99,routine
12766,2,2022-04-20,unsold_cooked,0.16,20.41,routine
12767,2,2022-04-20,spoilage,0.08,9.25,routine
12768,2,2022-04-20,returned_order,0.02,2.96,routine
12769,3,2022-04-20,prep_waste,0.37,51.76,routine
12770,3,2022-04-20,unsold_cooked,0.22,32.58,routine
12771,3,2022-04-20,spoilage,0.05,5.36,routine
12772,3,2022-04-20,returned_order,0.02,2.32,routine
12773,1,2022-04-21,prep_waste,0.24,32.25,routine
12774,1,2022-04-21,unsold_cooked,0.22,27.08,routine
12775,1,2022-04-21,spoilage,0.05,8.15,routine
12776,1,2022-04-21,returned_order,0.02,2.71,routine
12777,2,2022-04-21,prep_waste,0.44,61.08,routine
12778,2,2022-04-21,unsold_cooked,0.13,14.73,routine
12779,2,2022-04-21,spoilage,0.05,7.19,routine
12780,2,2022-04-21,returned_order,0.02,2.3,routine
12781,3,2022-04-21,prep_waste,0.22,32.59,routine
12782,3,2022-04-21,unsold_cooked,0.14,21.68,routine
12783,3,2022-04-21,spoilage,0.05,7.68,routine
12784,3,2022-04-21,returned_order,0.02,2.55,routine
12785,1,2022-04-22,prep_waste,0.38,54.64,routine
12786,1,2022-04-22,unsold_cooked,0.22,23.2,routine
12787,1,2022-04-22,spoilage,0.03,4.37,routine
12788,1,2022-04-22,returned_order,0.02,3.02,routine
12789,2,2022-04-22,prep_waste,0.23,32.66,routine
12790,2,2022-04-22,unsold_cooked,0.13,17.14,routine
12791,2,2022-04-22,spoilage,0.05,6.41,routine
12792,2,2022-04-22,returned_order,0.02,2.93,routine
12793,3,2022-04-22,prep_waste,0.43,52.75,routine
12794,3,2022-04-22,unsold_cooked,0.15,22.84,routine
12795,3,2022-04-22,spoilage,0.04,5.64,routine
12796,3,2022-04-22,returned_order,0.02,2.18,routine
12797,1,2022-04-23,prep_waste,0.37,56.71,routine
12798,1,2022-04-23,unsold_cooked,0.18,18.72,routine
12799,1,2022-04-23,spoilage,0.05,7.57,routine
12800,1,2022-04-23,returned_order,0.02,2.3,routine
12801,2,2022-04-23,prep_waste,0.36,49.45,routine
12802,2,2022-04-23,unsold_cooked,0.17,21.31,routine
12803,2,2022-04-23,spoilage,0.06,9.13,routine
12804,2,2022-04-23,returned_order,0.02,2.81,routine
12805,3,2022-04-23,prep_waste,0.44,51.98,routine
12806,3,2022-04-23,unsold_cooked,0.12,13.46,routine
12807,3,2022-04-23,spoilage,0.08,9.05,routine
12808,3,2022-04-23,returned_order,0.02,2.32,routine
12809,1,2022-04-24,prep_waste,0.38,58.26,routine
12810,1,2022-04-24,unsold_cooked,0.2,24.45,routine
12811,1,2022-04-24,spoilage,0.04,4.78,routine
12812,1,2022-04-24,returned_order,0.02,3.05,routine
12813,2,2022-04-24,prep_waste,0.25,33.47,routine
12814,2,2022-04-24,unsold_cooked,0.1,14.25,routine
12815,2,2022-04-24,spoilage,0.04,5.64,routine
12816,2,2022-04-24,returned_order,2.13,327.75,routine
12817,3,2022-04-24,prep_waste,0.18,19.66,routine
12818,3,2022-04-24,unsold_cooked,0.23,34.5,routine
12819,3,2022-04-24,spoilage,0.06,8.04,routine
12820,3,2022-04-24,returned_order,0.02,2.89,routine
12821,1,2022-04-25,prep_waste,0.29,32.0,routine
12822,1,2022-04-25,unsold_cooked,0.15,19.87,routine
12823,1,2022-04-25,spoilage,0.07,7.98,routine
12824,1,2022-04-25,returned_order,0.02,2.59,routine
12825,2,2022-04-25,prep_waste,0.4,48.53,routine
12826,2,2022-04-25,unsold_cooked,0.16,23.86,routine
12827,2,2022-04-25,spoilage,0.05,5.48,routine
12828,2,2022-04-25,returned_order,0.02,2.21,routine
12829,3,2022-04-25,prep_waste,0.27,39.82,routine
12830,3,2022-04-25,unsold_cooked,0.16,19.48,routine
12831,3,2022-04-25,spoilage,0.05,5.56,routine
12832,3,2022-04-25,returned_order,0.02,2.28,routine
12833,1,2022-04-26,prep_waste,0.34,50.78,routine
12834,1,2022-04-26,unsold_cooked,0.16,17.85,routine
12835,1,2022-04-26,spoilage,0.06,7.92,routine
12836,1,2022-04-26,returned_order,0.02,2.12,routine
12837,2,2022-04-26,prep_waste,0.2,21.72,routine
12838,2,2022-04-26,unsold_cooked,0.14,19.32,routine
12839,2,2022-04-26,spoilage,0.07,11.19,routine
12840,2,2022-04-26,returned_order,0.02,2.67,routine
12841,3,2022-04-26,prep_waste,0.21,22.81,routine
12842,3,2022-04-26,unsold_cooked,0.21,23.21,routine
12843,3,2022-04-26,spoilage,0.06,7.56,routine
12844,3,2022-04-26,returned_order,0.02,2.74,routine
12845,1,2022-04-27,prep_waste,0.2,28.9,routine
12846,1,2022-04-27,unsold_cooked,0.19,28.23,routine
12847,1,2022-04-27,spoilage,0.08,11.46,routine
12848,1,2022-04-27,returned_order,0.72,111.51,routine
12849,2,2022-04-27,prep_waste,0.22,26.79,routine
12850,2,2022-04-27,unsold_cooked,0.13,14.69,routine
12851,2,2022-04-27,spoilage,0.05,6.37,routine
12852,2,2022-04-27,returned_order,0.02,2.17,routine
12853,3,2022-04-27,prep_waste,0.24,34.92,routine
12854,3,2022-04-27,unsold_cooked,0.1,14.83,routine
12855,3,2022-04-27,spoilage,0.05,6.83,routine
12856,3,2022-04-27,returned_order,0.02,2.29,routine
12857,1,2022-04-28,prep_waste,0.27,32.71,routine
12858,1,2022-04-28,unsold_cooked,0.18,22.6,routine
12859,1,2022-04-28,spoilage,0.05,5.75,routine
12860,1,2022-04-28,returned_order,0.82,121.05,routine
12861,2,2022-04-28,prep_waste,0.41,58.16,routine
12862,2,2022-04-28,unsold_cooked,0.23,34.56,routine
12863,2,2022-04-28,spoilage,0.05,6.26,routine
12864,2,2022-04-28,returned_order,0.02,2.23,routine
12865,3,2022-04-28,prep_waste,0.32,48.1,routine
12866,3,2022-04-28,unsold_cooked,0.12,18.04,routine
12867,3,2022-04-28,spoilage,0.05,6.11,routine
12868,3,2022-04-28,returned_order,0.02,2.61,routine
12869,1,2022-04-29,prep_waste,0.43,48.5,routine
12870,1,2022-04-29,unsold_cooked,0.15,15.86,routine
12871,1,2022-04-29,spoilage,0.05,4.98,routine
12872,1,2022-04-29,returned_order,0.02,2.31,routine
12873,2,2022-04-29,prep_waste,0.35,38.08,routine
12874,2,2022-04-29,unsold_cooked,0.12,13.28,routine
12875,2,2022-04-29,spoilage,0.06,9.15,routine
12876,2,2022-04-29,returned_order,0.02,2.3,routine
12877,3,2022-04-29,prep_waste,0.31,38.7,routine
12878,3,2022-04-29,unsold_cooked,0.11,13.58,routine
12879,3,2022-04-29,spoilage,0.06,8.69,routine
12880,3,2022-04-29,returned_order,0.02,2.6,routine
12881,1,2022-04-30,prep_waste,0.23,32.84,routine
12882,1,2022-04-30,unsold_cooked,0.22,27.83,routine
12883,1,2022-04-30,spoilage,0.03,4.11,routine
12884,1,2022-04-30,returned_order,0.02,2.73,routine
12885,2,2022-04-30,prep_waste,0.23,32.98,routine
12886,2,2022-04-30,unsold_cooked,0.26,35.3,routine
12887,2,2022-04-30,spoilage,0.07,8.57,routine
12888,2,2022-04-30,returned_order,0.74,104.75,routine
12889,3,2022-04-30,prep_waste,0.41,49.35,routine
12890,3,2022-04-30,unsold_cooked,0.2,26.97,routine
12891,3,2022-04-30,spoilage,0.07,9.46,routine
12892,3,2022-04-30,returned_order,0.02,2.22,routine
12893,1,2022-05-01,prep_waste,0.33,38.56,routine
12894,1,2022-05-01,unsold_cooked,0.3,32.16,routine
12895,1,2022-05-01,spoilage,0.06,8.73,routine
12896,1,2022-05-01,returned_order,0.02,2.58,routine
12897,2,2022-05-01,prep_waste,0.4,42.75,routine
12898,2,2022-05-01,unsold_cooked,0.23,31.05,routine
12899,2,2022-05-01,spoilage,0.04,5.24,routine
12900,2,2022-05-01,returned_order,0.02,2.69,routine
12901,1,2022-05-02,prep_waste,0.21,26.87,routine
12902,1,2022-05-02,unsold_cooked,0.15,15.73,routine
12903,1,2022-05-02,spoilage,0.06,8.35,routine
12904,1,2022-05-02,returned_order,0.02,2.23,routine
12905,2,2022-05-02,prep_waste,0.4,46.11,routine
12906,2,2022-05-02,unsold_cooked,0.2,21.59,routine
12907,2,2022-05-02,spoilage,0.06,8.47,routine
12908,2,2022-05-02,returned_order,0.02,3.08,routine
12909,1,2022-05-03,prep_waste,0.18,23.36,routine
12910,1,2022-05-03,unsold_cooked,0.13,14.96,routine
12911,1,2022-05-03,spoilage,0.07,7.23,routine
12912,1,2022-05-03,returned_order,0.02,2.74,routine
12913,2,2022-05-03,prep_waste,0.22,33.89,routine
12914,2,2022-05-03,unsold_cooked,0.12,16.02,routine
12915,2,2022-05-03,spoilage,0.06,9.22,routine
12916,2,2022-05-03,returned_order,0.02,2.14,routine
12917,1,2022-05-04,prep_waste,0.29,41.5,routine
12918,1,2022-05-04,unsold_cooked,0.16,19.81,routine
12919,1,2022-05-04,spoilage,0.04,5.17,routine
12920,1,2022-05-04,returned_order,0.02,2.59,routine
12921,2,2022-05-04,prep_waste,0.42,60.75,routine
12922,2,2022-05-04,unsold_cooked,0.13,17.67,routine
12923,2,2022-05-04,spoilage,0.05,7.4,routine
12924,2,2022-05-04,returned_order,0.02,2.71,routine
12925,1,2022-05-05,prep_waste,0.22,24.61,routine
12926,1,2022-05-05,unsold_cooked,0.18,18.84,routine
12927,1,2022-05-05,spoilage,0.04,5.35,routine
12928,1,2022-05-05,returned_order,0.02,2.37,routine
12929,2,2022-05-05,prep_waste,0.29,31.93,routine
12930,2,2022-05-05,unsold_cooked,0.16,16.59,routine
12931,2,2022-05-05,spoilage,0.05,6.36,routine
12932,2,2022-05-05,returned_order,0.02,3.03,routine
12933,1,2022-05-06,prep_waste,0.43,57.79,routine
12934,1,2022-05-06,unsold_cooked,0.11,11.96,routine
12935,1,2022-05-06,spoilage,0.03,3.82,routine
12936,1,2022-05-06,returned_order,0.02,2.11,routine
12937,2,2022-05-06,prep_waste,0.2,25.83,routine
12938,2,2022-05-06,unsold_cooked,0.13,18.12,routine
12939,2,2022-05-06,spoilage,0.07,7.54,routine
12940,2,2022-05-06,returned_order,0.02,2.81,routine
12941,1,2022-05-07,prep_waste,0.33,43.95,routine
12942,1,2022-05-07,unsold_cooked,0.14,19.51,routine
12943,1,2022-05-07,spoilage,0.08,9.74,routine
12944,1,2022-05-07,returned_order,0.64,70.41,routine
12945,2,2022-05-07,prep_waste,0.32,37.59,routine
12946,2,2022-05-07,unsold_cooked,0.24,35.69,routine
12947,2,2022-05-07,spoilage,0.04,4.32,routine
12948,2,2022-05-07,returned_order,0.02,2.1,routine
12949,1,2022-05-08,prep_waste,0.35,38.33,routine
12950,1,2022-05-08,unsold_cooked,0.17,23.7,routine
12951,1,2022-05-08,spoilage,0.07,7.12,routine
12952,1,2022-05-08,returned_order,0.02,2.48,routine
12953,2,2022-05-08,prep_waste,0.24,33.43,routine
12954,2,2022-05-08,unsold_cooked,0.11,11.77,routine
12955,2,2022-05-08,spoilage,0.07,11.53,routine
12956,2,2022-05-08,returned_order,0.55,72.5,routine
12957,1,2022-05-09,prep_waste,0.38,42.75,routine
12958,1,2022-05-09,unsold_cooked,0.12,15.58,routine
12959,1,2022-05-09,spoilage,0.06,8.47,routine
12960,1,2022-05-09,returned_order,0.02,2.5,routine
12961,2,2022-05-09,prep_waste,0.25,30.15,routine
12962,2,2022-05-09,unsold_cooked,0.16,25.13,routine
12963,2,2022-05-09,spoilage,0.05,6.08,routine
12964,2,2022-05-09,returned_order,0.02,2.41,routine
12965,1,2022-05-10,prep_waste,0.32,41.76,routine
12966,1,2022-05-10,unsold_cooked,0.15,23.26,routine
12967,1,2022-05-10,spoilage,0.06,7.27,routine
12968,1,2022-05-10,returned_order,0.56,86.22,routine
12969,2,2022-05-10,prep_waste,0.27,40.68,routine
12970,2,2022-05-10,unsold_cooked,0.14,17.66,routine
12971,2,2022-05-10,spoilage,0.06,7.36,routine
12972,2,2022-05-10,returned_order,0.02,2.7,routine
12973,1,2022-05-11,prep_waste,0.41,58.18,routine
12974,1,2022-05-11,unsold_cooked,0.14,21.41,routine
12975,1,2022-05-11,spoilage,0.08,10.09,routine
12976,1,2022-05-11,returned_order,0.88,111.73,routine
12977,2,2022-05-11,prep_waste,0.43,65.42,routine
12978,2,2022-05-11,unsold_cooked,0.18,19.99,routine
12979,2,2022-05-11,spoilage,0.05,8.05,routine
12980,2,2022-05-11,returned_order,0.02,2.8,routine
12981,1,2022-05-12,prep_waste,0.28,37.49,routine
12982,1,2022-05-12,unsold_cooked,0.14,17.11,routine
12983,1,2022-05-12,spoilage,0.05,5.93,routine
12984,1,2022-05-12,returned_order,0.78,85.56,routine
12985,2,2022-05-12,prep_waste,0.41,48.15,routine
12986,2,2022-05-12,unsold_cooked,0.23,29.4,routine
12987,2,2022-05-12,spoilage,0.06,8.22,routine
12988,2,2022-05-12,returned_order,0.02,2.61,routine
12989,1,2022-05-13,prep_waste,0.41,56.91,routine
12990,1,2022-05-13,unsold_cooked,0.24,34.33,routine
12991,1,2022-05-13,spoilage,0.03,3.6,routine
12992,1,2022-05-13,returned_order,0.02,2.67,routine
12993,2,2022-05-13,prep_waste,0.31,46.97,routine
12994,2,2022-05-13,unsold_cooked,0.15,20.04,routine
12995,2,2022-05-13,spoilage,0.06,7.26,routine
12996,2,2022-05-13,returned_order,0.02,2.19,routine
12997,1,2022-05-14,prep_waste,0.25,28.39,routine
12998,1,2022-05-14,unsold_cooked,0.14,18.98,routine
12999,1,2022-05-14,spoilage,0.05,4.91,routine
13000,1,2022-05-14,returned_order,0.02,2.69,routine
13001,2,2022-05-14,prep_waste,0.39,49.63,routine
13002,2,2022-05-14,unsold_cooked,0.12,12.65,routine
13003,2,2022-05-14,spoilage,0.03,4.89,routine
13004,2,2022-05-14,returned_order,0.61,94.43,routine
13005,1,2022-05-15,prep_waste,0.25,27.64,routine
13006,1,2022-05-15,unsold_cooked,0.22,23.62,routine
13007,1,2022-05-15,spoilage,0.06,6.74,routine
13008,1,2022-05-15,returned_order,1.55,209.92,routine
13009,2,2022-05-15,prep_waste,0.33,44.95,routine
13010,2,2022-05-15,unsold_cooked,0.27,29.96,routine
13011,2,2022-05-15,spoilage,0.06,7.68,routine
13012,2,2022-05-15,returned_order,0.02,2.5,routine
13013,1,2022-05-16,prep_waste,0.19,26.92,routine
13014,1,2022-05-16,unsold_cooked,0.1,13.41,routine
13015,1,2022-05-16,spoilage,0.08,9.12,routine
13016,1,2022-05-16,returned_order,0.02,2.93,routine
13017,2,2022-05-16,prep_waste,0.21,22.4,routine
13018,2,2022-05-16,unsold_cooked,0.18,19.05,routine
13019,2,2022-05-16,spoilage,0.07,9.34,routine
13020,2,2022-05-16,returned_order,0.02,2.46,routine
13021,1,2022-05-17,prep_waste,0.35,45.34,routine
13022,1,2022-05-17,unsold_cooked,0.12,13.01,routine
13023,1,2022-05-17,spoilage,0.07,10.36,routine
13024,1,2022-05-17,returned_order,0.02,2.16,routine
13025,2,2022-05-17,prep_waste,0.22,28.87,routine
13026,2,2022-05-17,unsold_cooked,0.14,18.78,routine
13027,2,2022-05-17,spoilage,0.05,5.3,routine
13028,2,2022-05-17,returned_order,0.02,2.66,routine
13029,1,2022-05-18,prep_waste,0.38,47.24,routine
13030,1,2022-05-18,unsold_cooked,0.11,14.41,routine
13031,1,2022-05-18,spoilage,0.08,9.06,routine
13032,1,2022-05-18,returned_order,0.02,2.3,routine
13033,2,2022-05-18,prep_waste,0.33,39.69,routine
13034,2,2022-05-18,unsold_cooked,0.11,16.66,routine
13035,2,2022-05-18,spoilage,0.06,6.95,routine
13036,2,2022-05-18,returned_order,0.53,72.66,routine
13037,1,2022-05-19,prep_waste,0.2,23.67,routine
13038,1,2022-05-19,unsold_cooked,0.12,14.71,routine
13039,1,2022-05-19,spoilage,0.04,4.11,routine
13040,1,2022-05-19,returned_order,0.02,3.05,routine
13041,2,2022-05-19,prep_waste,0.39,54.92,routine
13042,2,2022-05-19,unsold_cooked,0.2,27.56,routine
13043,2,2022-05-19,spoilage,0.04,4.26,routine
13044,2,2022-05-19,returned_order,0.02,2.26,routine
13045,1,2022-05-20,prep_waste,0.21,29.0,routine
13046,1,2022-05-20,unsold_cooked,0.18,21.94,routine
13047,1,2022-05-20,spoilage,0.04,5.41,routine
13048,1,2022-05-20,returned_order,0.65,68.46,routine
13049,2,2022-05-20,prep_waste,0.38,46.64,routine
13050,2,2022-05-20,unsold_cooked,0.17,24.29,routine
13051,2,2022-05-20,spoilage,0.03,3.92,routine
13052,2,2022-05-20,returned_order,0.02,2.16,routine
13053,1,2022-05-21,prep_waste,0.41,45.0,routine
13054,1,2022-05-21,unsold_cooked,0.2,22.7,routine
13055,1,2022-05-21,spoilage,0.08,11.55,routine
13056,1,2022-05-21,returned_order,0.58,82.93,routine
13057,2,2022-05-21,prep_waste,0.4,46.23,routine
13058,2,2022-05-21,unsold_cooked,0.19,23.25,routine
13059,2,2022-05-21,spoilage,0.05,6.26,routine
13060,2,2022-05-21,returned_order,0.02,2.3,routine
13061,1,2022-05-22,prep_waste,0.33,45.45,routine
13062,1,2022-05-22,unsold_cooked,0.12,15.2,routine
13063,1,2022-05-22,spoilage,0.06,6.88,routine
13064,1,2022-05-22,returned_order,0.88,129.44,routine
13065,2,2022-05-22,prep_waste,0.2,26.97,routine
13066,2,2022-05-22,unsold_cooked,0.1,14.88,routine
13067,2,2022-05-22,spoilage,0.05,6.92,routine
13068,2,2022-05-22,returned_order,0.02,2.7,routine
13069,1,2022-05-23,prep_waste,0.37,49.9,routine
13070,1,2022-05-23,unsold_cooked,0.13,19.85,routine
13071,1,2022-05-23,spoilage,0.04,5.38,routine
13072,1,2022-05-23,returned_order,0.02,2.89,routine
13073,2,2022-05-23,prep_waste,0.33,49.43,routine
13074,2,2022-05-23,unsold_cooked,0.22,27.12,routine
13075,2,2022-05-23,spoilage,0.05,5.79,routine
13076,2,2022-05-23,returned_order,0.02,2.9,routine
13077,1,2022-05-24,prep_waste,0.25,27.06,routine
13078,1,2022-05-24,unsold_cooked,0.26,34.79,routine
13079,1,2022-05-24,spoilage,0.06,7.67,routine
13080,1,2022-05-24,returned_order,1.42,178.66,routine
13081,2,2022-05-24,prep_waste,0.23,28.88,routine
13082,2,2022-05-24,unsold_cooked,0.1,14.34,routine
13083,2,2022-05-24,spoilage,0.07,9.18,routine
13084,2,2022-05-24,returned_order,0.02,2.14,routine
13085,1,2022-05-25,prep_waste,0.19,21.43,routine
13086,1,2022-05-25,unsold_cooked,0.24,37.16,routine
13087,1,2022-05-25,spoilage,0.07,9.15,routine
13088,1,2022-05-25,returned_order,0.02,2.94,routine
13089,2,2022-05-25,prep_waste,0.25,37.52,routine
13090,2,2022-05-25,unsold_cooked,0.22,28.92,routine
13091,2,2022-05-25,spoilage,0.08,8.71,routine
13092,2,2022-05-25,returned_order,0.02,2.94,routine
13093,1,2022-05-26,prep_waste,0.27,31.3,routine
13094,1,2022-05-26,unsold_cooked,0.11,11.27,routine
13095,1,2022-05-26,spoilage,0.07,9.61,routine
13096,1,2022-05-26,returned_order,0.02,2.29,routine
13097,2,2022-05-26,prep_waste,0.42,51.39,routine
13098,2,2022-05-26,unsold_cooked,0.11,11.86,routine
13099,2,2022-05-26,spoilage,0.07,7.06,routine
13100,2,2022-05-26,returned_order,0.02,2.79,routine
13101,1,2022-05-27,prep_waste,0.38,50.85,routine
13102,1,2022-05-27,unsold_cooked,0.16,20.58,routine
13103,1,2022-05-27,spoilage,0.07,10.22,routine
13104,1,2022-05-27,returned_order,0.02,3.0,routine
13105,2,2022-05-27,prep_waste,0.32,42.88,routine
13106,2,2022-05-27,unsold_cooked,0.15,17.85,routine
13107,2,2022-05-27,spoilage,0.05,6.25,routine
13108,2,2022-05-27,returned_order,0.02,2.61,routine
13109,1,2022-05-28,prep_waste,0.26,36.7,routine
13110,1,2022-05-28,unsold_cooked,0.24,32.03,routine
13111,1,2022-05-28,spoilage,0.06,6.73,routine
13112,1,2022-05-28,returned_order,0.02,2.82,routine
13113,2,2022-05-28,prep_waste,0.35,49.69,routine
13114,2,2022-05-28,unsold_cooked,0.11,16.37,routine
13115,2,2022-05-28,spoilage,0.07,8.2,routine
13116,2,2022-05-28,returned_order,0.02,2.27,routine
13117,1,2022-05-29,prep_waste,0.18,23.92,routine
13118,1,2022-05-29,unsold_cooked,0.2,23.42,routine
13119,1,2022-05-29,spoilage,0.04,6.2,routine
13120,1,2022-05-29,returned_order,0.81,96.29,routine
13121,2,2022-05-29,prep_waste,0.4,55.11,routine
13122,2,2022-05-29,unsold_cooked,0.17,19.17,routine
13123,2,2022-05-29,spoilage,0.06,8.45,routine
13124,2,2022-05-29,returned_order,0.87,112.45,routine
13125,1,2022-05-30,prep_waste,0.35,46.54,routine
13126,1,2022-05-30,unsold_cooked,0.22,29.73,routine
13127,1,2022-05-30,spoilage,0.08,10.83,routine
13128,1,2022-05-30,returned_order,0.02,2.42,routine
13129,2,2022-05-30,prep_waste,0.35,47.78,routine
13130,2,2022-05-30,unsold_cooked,0.19,23.23,routine
13131,2,2022-05-30,spoilage,0.06,8.72,routine
13132,2,2022-05-30,returned_order,0.02,2.59,routine
13133,1,2022-05-31,prep_waste,0.41,56.82,routine
13134,1,2022-05-31,unsold_cooked,0.22,33.46,routine
13135,1,2022-05-31,spoilage,0.07,8.77,routine
13136,1,2022-05-31,returned_order,0.02,2.98,routine
13137,2,2022-05-31,prep_waste,0.3,45.2,routine
13138,2,2022-05-31,unsold_cooked,0.11,15.46,routine
13139,2,2022-05-31,spoilage,0.04,5.33,routine
