customer_id,platform_id,platform_customer_ref,first_order_date,delivery_area
38515,2,P2-038515,2022-05-02,Navalur
38516,1,P1-038516,2022-05-02,Kandanchawadi
38517,2,P2-038517,2022-05-02,Thoraipakam
38518,1,P1-038518,2022-05-02,Thoraipakkam OMR
38519,1,P1-038519,2022-05-03,Thoraipakkam OMR
38520,2,P2-038520,2022-05-03,Madhavaram
38521,2,P2-038521,2022-05-03,Adyar
38522,2,P2-038522,2022-05-03,Thoraipakam
38523,2,P2-038523,2022-05-03,Taramani
38524,2,P2-038524,2022-05-03,Sholinganallur
38525,2,P2-038525,2022-05-03,perungudi
38526,1,P1-038526,2022-05-03,Kandanchavadi 
38527,1,P1-038527,2022-05-03,Thoraipakam
38528,2,P2-038528,2022-05-03,karapakkam
38529,2,P2-038529,2022-05-03,Perumgudi
38530,2,P2-038530,2022-05-03,Taramani
38531,2,P2-038531,2022-05-03,karapakkam
38532,2,P2-038532,2022-05-03,Kandanchawadi
38533,1,P1-038533,2022-05-03,Navalur
38534,2,P2-038534,2022-05-03,kandanchavadi
38535,1,P1-038535,2022-05-03,Karapakkam
38536,2,P2-038536,2022-05-03,Siruseri
38537,1,P1-038537,2022-05-03,Perungudi.
38538,2,P2-038538,2022-05-03,Navalur
38539,1,P1-038539,2022-05-03,Velachery
38540,1,P1-038540,2022-05-03,taramani
38541,1,P1-038541,2022-05-04,Sholinganallur
38542,2,P2-038542,2022-05-04,Taramani
38543,2,P2-038543,2022-05-04,thiruvanmiyur
38544,2,P2-038544,2022-05-04,Navalur
38545,1,P1-038545,2022-05-04,Velachery
38546,1,P1-038546,2022-05-04,Thoraipakkam
38547,1,P1-038547,2022-05-04,Thoraipakkam OMR
38548,1,P1-038548,2022-05-04,taramani
38549,2,P2-038549,2022-05-04,Thoraipakkam OMR
38550,1,P1-038550,2022-05-04,Velacherry
38551,2,P2-038551,2022-05-04,velachery
38552,2,P2-038552,2022-05-04,Karapakkam
38553,1,P1-038553,2022-05-04,Sholinganalur
38554,1,P1-038554,2022-05-04,Karapakkam
38555,1,P1-038555,2022-05-05,sholinganallur
38556,2,P2-038556,2022-05-05,Navalur
38557,1,P1-038557,2022-05-05,Sholinganalur
38558,1,P1-038558,2022-05-05,Thoraipakkam
38559,1,P1-038559,2022-05-05,Sholinganalur
38560,2,P2-038560,2022-05-05,Thoraipakam
38561,1,P1-038561,2022-05-05,Madhavaram
38562,1,P1-038562,2022-05-05,Kandanchawadi
38563,1,P1-038563,2022-05-05,velachery
38564,1,P1-038564,2022-05-05,Karapakkam
38565,1,P1-038565,2022-05-05,Thoraipakkam OMR
38566,1,P1-038566,2022-05-05,Perungalathur
38567,1,P1-038567,2022-05-05,Perungalathur
38568,1,P1-038568,2022-05-05,Thiruvanmiyur
38569,1,P1-038569,2022-05-05,Taramani
38570,2,P2-038570,2022-05-05,Adyar
38571,2,P2-038571,2022-05-05,Madhavaram
38572,1,P1-038572,2022-05-05,Thoraipakam
38573,2,P2-038573,2022-05-05,Sholinganalur
38574,1,P1-038574,2022-05-05,navalur
38575,2,P2-038575,2022-05-06,Siruseri
38576,2,P2-038576,2022-05-06,Madhavaram
38577,1,P1-038577,2022-05-06,Adyar
38578,1,P1-038578,2022-05-06,Velacherry
38579,2,P2-038579,2022-05-06,Kandanchawadi
38580,1,P1-038580,2022-05-06,thoraipakkam
38581,2,P2-038581,2022-05-06,Siruseri
38582,2,P2-038582,2022-05-06,Thoraipakam
38583,1,P1-038583,2022-05-06,velachery
38584,2,P2-038584,2022-05-06,Perungudi.
38585,2,P2-038585,2022-05-06,Kandanchawadi
38586,1,P1-038586,2022-05-06,Velacherry
38587,2,P2-038587,2022-05-06,thiruvanmiyur
38588,1,P1-038588,2022-05-06,thoraipakkam
38589,1,P1-038589,2022-05-06,Velachery
38590,2,P2-038590,2022-05-06,Perungalathur
38591,1,P1-038591,2022-05-06,kandanchavadi
38592,2,P2-038592,2022-05-06,Karapakkam
38593,1,P1-038593,2022-05-07,Karapakkam
38594,2,P2-038594,2022-05-07,Adyar
38595,2,P2-038595,2022-05-07,Kandanchavadi 
38596,2,P2-038596,2022-05-07,Perungalathur
38597,2,P2-038597,2022-05-07,Perungudi
38598,1,P1-038598,2022-05-07,karapakkam
38599,2,P2-038599,2022-05-07,Taramani
38600,1,P1-038600,2022-05-07,Perungudi
38601,2,P2-038601,2022-05-07,Thiruvanmiyur
38602,2,P2-038602,2022-05-07,Karapakkam
38603,1,P1-038603,2022-05-07,Kandanchavadi
38604,1,P1-038604,2022-05-07,taramani
38605,1,P1-038605,2022-05-07,Kandanchavadi 
38606,1,P1-038606,2022-05-07,Adyar
38607,1,P1-038607,2022-05-07,Thiruvanmiyur
38608,2,P2-038608,2022-05-07,thoraipakkam
38609,1,P1-038609,2022-05-07,Thoraipakam
38610,2,P2-038610,2022-05-07,Navalur
38611,2,P2-038611,2022-05-07,thoraipakkam
38612,2,P2-038612,2022-05-07,Perungudi
38613,2,P2-038613,2022-05-07,kandanchavadi
38614,1,P1-038614,2022-05-07,Perumgudi
38615,1,P1-038615,2022-05-07,Perungudi
38616,1,P1-038616,2022-05-07,Karapakkam
38617,1,P1-038617,2022-05-07,Velacherry
38618,2,P2-038618,2022-05-07,Kandanchavadi 
38619,1,P1-038619,2022-05-07,Thoraipakkam
38620,1,P1-038620,2022-05-07,Madhavaram
38621,2,P2-038621,2022-05-07,Perungudi.
38622,2,P2-038622,2022-05-07,Velachery
38623,2,P2-038623,2022-05-07,Thoraipakkam OMR
38624,1,P1-038624,2022-05-07,Karapakkam
38625,2,P2-038625,2022-05-07,Velacherry
38626,2,P2-038626,2022-05-08,Thoraipakkam
38627,1,P1-038627,2022-05-08,sholinganallur
38628,2,P2-038628,2022-05-08,Velachery
38629,1,P1-038629,2022-05-08,perungudi
38630,1,P1-038630,2022-05-08,Sholinganalur
38631,2,P2-038631,2022-05-08,sholinganallur
38632,2,P2-038632,2022-05-08,Madhavaram
38633,2,P2-038633,2022-05-08,Karapakkam
38634,2,P2-038634,2022-05-08,Kandanchavadi 
38635,1,P1-038635,2022-05-08,kandanchavadi
38636,1,P1-038636,2022-05-08,Kandanchavadi
38637,2,P2-038637,2022-05-08,Karapakkam
38638,1,P1-038638,2022-05-08,thiruvanmiyur
38639,2,P2-038639,2022-05-08,Thoraipakkam OMR
38640,1,P1-038640,2022-05-08,Thoraipakkam OMR
38641,1,P1-038641,2022-05-08,perungudi
38642,1,P1-038642,2022-05-08,Perungalathur
38643,1,P1-038643,2022-05-08,Perungudi.
38644,2,P2-038644,2022-05-08,Kandanchavadi 
38645,1,P1-038645,2022-05-08,Adyar
38646,1,P1-038646,2022-05-08,Perungudi
38647,2,P2-038647,2022-05-08,thiruvanmiyur
38648,2,P2-038648,2022-05-08,taramani
38649,2,P2-038649,2022-05-08,navalur
38650,2,P2-038650,2022-05-08,Velachery
38651,1,P1-038651,2022-05-08,velachery
38652,1,P1-038652,2022-05-08,Madhavaram
38653,1,P1-038653,2022-05-08,taramani
38654,1,P1-038654,2022-05-08,Siruseri
38655,1,P1-038655,2022-05-08,Perungudi
38656,2,P2-038656,2022-05-08,Navalur
38657,2,P2-038657,2022-05-08,Thoraipakam
38658,2,P2-038658,2022-05-08,Velacherry
38659,2,P2-038659,2022-05-08,taramani
38660,2,P2-038660,2022-05-08,karapakkam
38661,1,P1-038661,2022-05-08,Perumgudi
38662,1,P1-038662,2022-05-08,Adyar
38663,1,P1-038663,2022-05-08,Velacherry
38664,1,P1-038664,2022-05-08,perungudi
38665,1,P1-038665,2022-05-08,Madhavaram
38666,1,P1-038666,2022-05-08,navalur
38667,2,P2-038667,2022-05-08,perungudi
38668,2,P2-038668,2022-05-08,Taramani
38669,1,P1-038669,2022-05-08,Thiruvanmiyur
38670,1,P1-038670,2022-05-08,Thoraipakkam OMR
38671,2,P2-038671,2022-05-08,velachery
38672,1,P1-038672,2022-05-08,navalur
38673,1,P1-038673,2022-05-08,Perungudi.
38674,2,P2-038674,2022-05-08,thiruvanmiyur
38675,2,P2-038675,2022-05-08,Thiruvanmiyur
38676,2,P2-038676,2022-05-08,taramani
38677,2,P2-038677,2022-05-08,Thoraipakkam
38678,2,P2-038678,2022-05-08,Thoraipakam
38679,2,P2-038679,2022-05-09,Perungalathur
38680,1,P1-038680,2022-05-09,kandanchavadi
38681,2,P2-038681,2022-05-09,Perungalathur
38682,1,P1-038682,2022-05-09,Madhavaram
38683,2,P2-038683,2022-05-09,Kandanchawadi
38684,2,P2-038684,2022-05-09,Velacherry
38685,1,P1-038685,2022-05-09,Adyar
38686,2,P2-038686,2022-05-09,Perungalathur
38687,1,P1-038687,2022-05-09,Karapakkam
38688,1,P1-038688,2022-05-09,Sholinganalur
38689,2,P2-038689,2022-05-09,Velachery
38690,2,P2-038690,2022-05-09,Thoraipakkam
38691,1,P1-038691,2022-05-09,Kandanchavadi
38692,2,P2-038692,2022-05-09,thoraipakkam
38693,1,P1-038693,2022-05-09,kandanchavadi
38694,2,P2-038694,2022-05-09,Sholinganallur
38695,1,P1-038695,2022-05-09,Kandanchavadi 
38696,1,P1-038696,2022-05-10,Karapakkam
38697,2,P2-038697,2022-05-10,taramani
38698,2,P2-038698,2022-05-10,Perumgudi
38699,1,P1-038699,2022-05-10,thiruvanmiyur
38700,1,P1-038700,2022-05-10,Karapakkam
38701,2,P2-038701,2022-05-10,Velacherry
38702,1,P1-038702,2022-05-10,thiruvanmiyur
38703,2,P2-038703,2022-05-10,taramani
38704,2,P2-038704,2022-05-10,Perungudi.
38705,2,P2-038705,2022-05-10,thiruvanmiyur
38706,2,P2-038706,2022-05-10,Perungalathur
38707,2,P2-038707,2022-05-10,Sholinganalur
38708,1,P1-038708,2022-05-10,Thiruvanmiyur
38709,1,P1-038709,2022-05-10,Kandanchavadi 
38710,2,P2-038710,2022-05-10,Kandanchavadi
38711,1,P1-038711,2022-05-11,Perungudi
38712,1,P1-038712,2022-05-11,thiruvanmiyur
38713,1,P1-038713,2022-05-11,navalur
38714,2,P2-038714,2022-05-11,sholinganallur
38715,1,P1-038715,2022-05-11,Thoraipakkam
38716,1,P1-038716,2022-05-11,Karapakkam
38717,1,P1-038717,2022-05-11,kandanchavadi
38718,2,P2-038718,2022-05-11,navalur
38719,2,P2-038719,2022-05-11,Kandanchawadi
38720,2,P2-038720,2022-05-11,Madhavaram
38721,2,P2-038721,2022-05-11,thoraipakkam
38722,2,P2-038722,2022-05-11,navalur
38723,2,P2-038723,2022-05-11,taramani
38724,1,P1-038724,2022-05-11,Perungudi.
38725,2,P2-038725,2022-05-11,sholinganallur
38726,2,P2-038726,2022-05-11,Perungalathur
38727,2,P2-038727,2022-05-11,Thoraipakkam OMR
38728,2,P2-038728,2022-05-12,Kandanchavadi 
38729,2,P2-038729,2022-05-12,Navalur
38730,1,P1-038730,2022-05-12,Kandanchawadi
38731,2,P2-038731,2022-05-12,navalur
38732,1,P1-038732,2022-05-12,taramani
38733,1,P1-038733,2022-05-12,thiruvanmiyur
38734,1,P1-038734,2022-05-12,Siruseri
38735,1,P1-038735,2022-05-12,Sholinganalur
38736,1,P1-038736,2022-05-12,Sholinganallur
38737,1,P1-038737,2022-05-12,Kandanchavadi 
38738,2,P2-038738,2022-05-12,Thiruvanmiyur
38739,2,P2-038739,2022-05-12,Kandanchavadi 
38740,2,P2-038740,2022-05-12,Taramani
38741,1,P1-038741,2022-05-12,Karapakkam
38742,1,P1-038742,2022-05-12,Kandanchavadi
38743,2,P2-038743,2022-05-12,Perungalathur
38744,2,P2-038744,2022-05-12,Thoraipakkam
38745,1,P1-038745,2022-05-12,kandanchavadi
38746,2,P2-038746,2022-05-12,Perungalathur
38747,1,P1-038747,2022-05-12,Perungudi.
38748,1,P1-038748,2022-05-12,Kandanchawadi
38749,2,P2-038749,2022-05-12,Kandanchavadi 
38750,2,P2-038750,2022-05-12,taramani
38751,1,P1-038751,2022-05-12,Taramani
38752,1,P1-038752,2022-05-12,Siruseri
38753,1,P1-038753,2022-05-12,navalur
38754,2,P2-038754,2022-05-13,Thoraipakam
38755,1,P1-038755,2022-05-13,Perungalathur
38756,2,P2-038756,2022-05-13,navalur
38757,1,P1-038757,2022-05-13,Thoraipakkam
38758,1,P1-038758,2022-05-13,velachery
38759,1,P1-038759,2022-05-13,Thoraipakam
38760,2,P2-038760,2022-05-13,perungudi
38761,1,P1-038761,2022-05-13,Karapakkam
38762,1,P1-038762,2022-05-13,navalur
38763,1,P1-038763,2022-05-13,Velacherry
38764,1,P1-038764,2022-05-13,Thiruvanmiyur
38765,2,P2-038765,2022-05-13,Thoraipakam
38766,2,P2-038766,2022-05-13,Sholinganallur
38767,1,P1-038767,2022-05-13,Velacherry
38768,1,P1-038768,2022-05-13,Thoraipakkam
38769,1,P1-038769,2022-05-13,Thoraipakkam
38770,1,P1-038770,2022-05-13,perungudi
38771,1,P1-038771,2022-05-13,thoraipakkam
38772,1,P1-038772,2022-05-13,navalur
38773,1,P1-038773,2022-05-13,Velacherry
38774,1,P1-038774,2022-05-13,Perungalathur
38775,1,P1-038775,2022-05-13,Velacherry
38776,1,P1-038776,2022-05-14,Perumgudi
38777,2,P2-038777,2022-05-14,Thoraipakkam OMR
38778,2,P2-038778,2022-05-14,Siruseri
38779,1,P1-038779,2022-05-14,Siruseri
38780,2,P2-038780,2022-05-14,perungudi
38781,1,P1-038781,2022-05-14,Perungudi
38782,2,P2-038782,2022-05-14,Thoraipakkam OMR
38783,1,P1-038783,2022-05-14,Perungudi.
38784,2,P2-038784,2022-05-14,Thiruvanmiyur
38785,2,P2-038785,2022-05-14,Perungudi
38786,2,P2-038786,2022-05-14,Navalur
38787,1,P1-038787,2022-05-14,Taramani
38788,1,P1-038788,2022-05-14,Perungudi.
38789,1,P1-038789,2022-05-14,karapakkam
38790,1,P1-038790,2022-05-14,thiruvanmiyur
38791,1,P1-038791,2022-05-14,thoraipakkam
38792,2,P2-038792,2022-05-14,navalur
38793,1,P1-038793,2022-05-14,Kandanchavadi 
38794,2,P2-038794,2022-05-14,Perungudi.
38795,1,P1-038795,2022-05-14,Perumgudi
38796,1,P1-038796,2022-05-14,perungudi
38797,1,P1-038797,2022-05-14,Kandanchavadi
38798,1,P1-038798,2022-05-14,Perungudi
38799,2,P2-038799,2022-05-14,Navalur
38800,2,P2-038800,2022-05-14,Thoraipakkam OMR
38801,1,P1-038801,2022-05-14,Velacherry
38802,2,P2-038802,2022-05-14,Madhavaram
38803,1,P1-038803,2022-05-14,taramani
38804,2,P2-038804,2022-05-14,Velacherry
38805,2,P2-038805,2022-05-14,Siruseri
38806,2,P2-038806,2022-05-14,Sholinganallur
38807,2,P2-038807,2022-05-14,Sholinganallur
38808,1,P1-038808,2022-05-14,Thiruvanmiyur
38809,2,P2-038809,2022-05-14,Perungudi
38810,1,P1-038810,2022-05-14,Perungudi.
38811,1,P1-038811,2022-05-14,sholinganallur
38812,2,P2-038812,2022-05-14,Perungudi
38813,2,P2-038813,2022-05-14,Navalur
38814,2,P2-038814,2022-05-14,Sholinganallur
38815,1,P1-038815,2022-05-14,Thiruvanmiyur
38816,2,P2-038816,2022-05-15,Velachery
38817,1,P1-038817,2022-05-15,Perumgudi
38818,1,P1-038818,2022-05-15,kandanchavadi
38819,1,P1-038819,2022-05-15,Thoraipakam
38820,2,P2-038820,2022-05-15,Kandanchavadi 
38821,1,P1-038821,2022-05-15,Perungudi
38822,2,P2-038822,2022-05-15,Adyar
38823,2,P2-038823,2022-05-15,Kandanchavadi
38824,1,P1-038824,2022-05-15,taramani
38825,1,P1-038825,2022-05-15,Sholinganallur
38826,2,P2-038826,2022-05-15,Thoraipakam
38827,2,P2-038827,2022-05-15,Perungudi.
38828,2,P2-038828,2022-05-15,Thoraipakkam OMR
38829,2,P2-038829,2022-05-15,Siruseri
38830,2,P2-038830,2022-05-15,Velachery
38831,2,P2-038831,2022-05-15,Thoraipakkam
38832,1,P1-038832,2022-05-15,Perungalathur
38833,2,P2-038833,2022-05-15,Adyar
38834,1,P1-038834,2022-05-15,Navalur
38835,2,P2-038835,2022-05-15,Velachery
38836,1,P1-038836,2022-05-15,Perungudi
38837,1,P1-038837,2022-05-15,Perungalathur
38838,1,P1-038838,2022-05-15,Kandanchawadi
38839,1,P1-038839,2022-05-15,Perungudi.
38840,2,P2-038840,2022-05-15,Siruseri
38841,2,P2-038841,2022-05-15,Thiruvanmiyur
38842,1,P1-038842,2022-05-15,Siruseri
38843,1,P1-038843,2022-05-15,thoraipakkam
38844,2,P2-038844,2022-05-15,Taramani
38845,1,P1-038845,2022-05-15,Perumgudi
38846,1,P1-038846,2022-05-15,Thoraipakkam OMR
38847,1,P1-038847,2022-05-15,Siruseri
38848,1,P1-038848,2022-05-15,thoraipakkam
38849,1,P1-038849,2022-05-15,taramani
38850,1,P1-038850,2022-05-15,Sholinganalur
38851,2,P2-038851,2022-05-15,Siruseri
38852,1,P1-038852,2022-05-15,Navalur
38853,2,P2-038853,2022-05-15,Perungalathur
38854,2,P2-038854,2022-05-15,Perungudi
38855,1,P1-038855,2022-05-15,Navalur
38856,2,P2-038856,2022-05-15,sholinganallur
38857,2,P2-038857,2022-05-15,kandanchavadi
38858,1,P1-038858,2022-05-15,Navalur
38859,2,P2-038859,2022-05-15,Siruseri
38860,1,P1-038860,2022-05-15,Thiruvanmiyur
38861,2,P2-038861,2022-05-15,Perumgudi
38862,1,P1-038862,2022-05-15,thoraipakkam
38863,2,P2-038863,2022-05-15,navalur
38864,2,P2-038864,2022-05-15,taramani
38865,2,P2-038865,2022-05-15,navalur
38866,1,P1-038866,2022-05-15,thiruvanmiyur
38867,1,P1-038867,2022-05-15,thoraipakkam
38868,2,P2-038868,2022-05-15,Adyar
38869,2,P2-038869,2022-05-15,Thoraipakam
38870,1,P1-038870,2022-05-15,Perungudi
38871,2,P2-038871,2022-05-15,Thoraipakkam
38872,2,P2-038872,2022-05-15,thoraipakkam
38873,2,P2-038873,2022-05-15,Perungudi
38874,1,P1-038874,2022-05-15,Thoraipakkam OMR
38875,2,P2-038875,2022-05-15,thoraipakkam
38876,2,P2-038876,2022-05-15,Madhavaram
38877,1,P1-038877,2022-05-15,navalur
38878,2,P2-038878,2022-05-15,Perungudi
38879,1,P1-038879,2022-05-16,Perungudi.
38880,2,P2-038880,2022-05-16,Thoraipakam
38881,2,P2-038881,2022-05-16,Navalur
38882,2,P2-038882,2022-05-16,thoraipakkam
38883,1,P1-038883,2022-05-16,Thiruvanmiyur
38884,2,P2-038884,2022-05-16,Velachery
38885,1,P1-038885,2022-05-16,Adyar
38886,1,P1-038886,2022-05-16,Siruseri
38887,1,P1-038887,2022-05-16,Navalur
38888,2,P2-038888,2022-05-16,Taramani
38889,1,P1-038889,2022-05-16,Siruseri
38890,2,P2-038890,2022-05-16,Karapakkam
38891,1,P1-038891,2022-05-16,Velacherry
38892,1,P1-038892,2022-05-16,thoraipakkam
38893,2,P2-038893,2022-05-16,Kandanchavadi
38894,2,P2-038894,2022-05-16,kandanchavadi
38895,1,P1-038895,2022-05-16,Thiruvanmiyur
38896,2,P2-038896,2022-05-16,Kandanchawadi
38897,2,P2-038897,2022-05-16,Velachery
38898,1,P1-038898,2022-05-16,Karapakkam
38899,2,P2-038899,2022-05-16,Sholinganallur
38900,2,P2-038900,2022-05-16,Madhavaram
38901,2,P2-038901,2022-05-16,kandanchavadi
38902,1,P1-038902,2022-05-17,Sholinganalur
38903,1,P1-038903,2022-05-17,Perungalathur
38904,1,P1-038904,2022-05-17,sholinganallur
38905,1,P1-038905,2022-05-17,Madhavaram
38906,2,P2-038906,2022-05-17,Sholinganalur
38907,1,P1-038907,2022-05-17,navalur
38908,1,P1-038908,2022-05-17,Sholinganallur
38909,2,P2-038909,2022-05-17,Karapakkam
38910,2,P2-038910,2022-05-17,navalur
38911,1,P1-038911,2022-05-17,thiruvanmiyur
38912,1,P1-038912,2022-05-17,Sholinganalur
38913,2,P2-038913,2022-05-17,Kandanchawadi
38914,1,P1-038914,2022-05-17,Thoraipakam
38915,2,P2-038915,2022-05-17,karapakkam
38916,2,P2-038916,2022-05-17,Velacherry
38917,1,P1-038917,2022-05-17,taramani
38918,1,P1-038918,2022-05-18,Adyar
38919,2,P2-038919,2022-05-18,sholinganallur
38920,1,P1-038920,2022-05-18,Velacherry
38921,2,P2-038921,2022-05-18,Perungudi
38922,1,P1-038922,2022-05-18,perungudi
38923,2,P2-038923,2022-05-18,velachery
38924,2,P2-038924,2022-05-18,Velacherry
38925,2,P2-038925,2022-05-18,Taramani
38926,1,P1-038926,2022-05-18,Kandanchavadi 
38927,1,P1-038927,2022-05-18,Madhavaram
38928,1,P1-038928,2022-05-18,Thiruvanmiyur
38929,2,P2-038929,2022-05-18,thoraipakkam
38930,1,P1-038930,2022-05-18,Kandanchavadi
38931,1,P1-038931,2022-05-18,thiruvanmiyur
38932,1,P1-038932,2022-05-18,Sholinganalur
38933,1,P1-038933,2022-05-18,navalur
38934,1,P1-038934,2022-05-18,Perungudi
38935,2,P2-038935,2022-05-18,Sholinganallur
38936,2,P2-038936,2022-05-18,Thoraipakkam OMR
38937,1,P1-038937,2022-05-18,karapakkam
38938,1,P1-038938,2022-05-18,Karapakkam
38939,2,P2-038939,2022-05-18,Velacherry
38940,2,P2-038940,2022-05-18,Sholinganalur
38941,2,P2-038941,2022-05-18,Thoraipakam
38942,2,P2-038942,2022-05-18,Velacherry
38943,2,P2-038943,2022-05-19,karapakkam
38944,1,P1-038944,2022-05-19,navalur
38945,2,P2-038945,2022-05-19,Perungudi.
38946,1,P1-038946,2022-05-19,Perungudi.
38947,2,P2-038947,2022-05-19,Thoraipakkam
38948,2,P2-038948,2022-05-19,Adyar
38949,1,P1-038949,2022-05-19,Sholinganallur
38950,2,P2-038950,2022-05-19,kandanchavadi
38951,1,P1-038951,2022-05-19,sholinganallur
38952,1,P1-038952,2022-05-19,Thiruvanmiyur
38953,1,P1-038953,2022-05-19,Thoraipakkam
38954,1,P1-038954,2022-05-19,Perungudi
38955,1,P1-038955,2022-05-19,Perungalathur
38956,2,P2-038956,2022-05-19,navalur
38957,1,P1-038957,2022-05-19,Perungalathur
38958,2,P2-038958,2022-05-19,navalur
38959,1,P1-038959,2022-05-19,Sholinganalur
38960,2,P2-038960,2022-05-19,Karapakkam
38961,2,P2-038961,2022-05-19,Navalur
38962,2,P2-038962,2022-05-19,Perumgudi
38963,1,P1-038963,2022-05-19,Thoraipakkam OMR
38964,2,P2-038964,2022-05-19,Sholinganallur
38965,1,P1-038965,2022-05-20,Sholinganallur
38966,1,P1-038966,2022-05-20,taramani
38967,2,P2-038967,2022-05-20,perungudi
38968,1,P1-038968,2022-05-20,navalur
38969,2,P2-038969,2022-05-20,velachery
38970,2,P2-038970,2022-05-20,Thiruvanmiyur
38971,1,P1-038971,2022-05-20,Taramani
38972,1,P1-038972,2022-05-20,Thiruvanmiyur
38973,2,P2-038973,2022-05-20,Kandanchavadi 
38974,1,P1-038974,2022-05-20,velachery
38975,2,P2-038975,2022-05-20,Perungudi.
38976,2,P2-038976,2022-05-20,Siruseri
38977,1,P1-038977,2022-05-20,Thiruvanmiyur
38978,1,P1-038978,2022-05-20,Karapakkam
38979,2,P2-038979,2022-05-20,Kandanchawadi
38980,1,P1-038980,2022-05-20,Siruseri
38981,2,P2-038981,2022-05-20,Kandanchawadi
38982,2,P2-038982,2022-05-20,kandanchavadi
38983,1,P1-038983,2022-05-20,Karapakkam
38984,1,P1-038984,2022-05-20,Kandanchawadi
38985,2,P2-038985,2022-05-20,Siruseri
38986,2,P2-038986,2022-05-20,Thoraipakkam
38987,1,P1-038987,2022-05-20,velachery
38988,2,P2-038988,2022-05-20,Velachery
38989,1,P1-038989,2022-05-20,sholinganallur
38990,2,P2-038990,2022-05-20,Perungalathur
38991,2,P2-038991,2022-05-21,Sholinganalur
38992,1,P1-038992,2022-05-21,Adyar
38993,2,P2-038993,2022-05-21,Sholinganallur
38994,2,P2-038994,2022-05-21,Perungudi.
38995,1,P1-038995,2022-05-21,Kandanchavadi 
38996,2,P2-038996,2022-05-21,Thoraipakam
38997,1,P1-038997,2022-05-21,Siruseri
38998,1,P1-038998,2022-05-21,Sholinganalur
38999,1,P1-038999,2022-05-21,Thoraipakkam OMR
39000,1,P1-039000,2022-05-21,Sholinganalur
39001,1,P1-039001,2022-05-21,thiruvanmiyur
39002,2,P2-039002,2022-05-21,Kandanchavadi
39003,1,P1-039003,2022-05-21,Velachery
39004,2,P2-039004,2022-05-21,Madhavaram
39005,1,P1-039005,2022-05-21,Velachery
39006,2,P2-039006,2022-05-21,Adyar
39007,1,P1-039007,2022-05-21,Velachery
39008,1,P1-039008,2022-05-21,Karapakkam
39009,2,P2-039009,2022-05-21,Kandanchawadi
39010,2,P2-039010,2022-05-21,Karapakkam
39011,2,P2-039011,2022-05-21,Karapakkam
39012,1,P1-039012,2022-05-21,Siruseri
39013,2,P2-039013,2022-05-21,Adyar
39014,2,P2-039014,2022-05-21,thiruvanmiyur
39015,1,P1-039015,2022-05-21,Thoraipakkam
39016,1,P1-039016,2022-05-21,Kandanchawadi
39017,2,P2-039017,2022-05-21,Thoraipakkam
39018,2,P2-039018,2022-05-21,thiruvanmiyur
39019,2,P2-039019,2022-05-21,Adyar
39020,1,P1-039020,2022-05-21,Sholinganallur
39021,2,P2-039021,2022-05-21,taramani
39022,2,P2-039022,2022-05-21,Karapakkam
39023,1,P1-039023,2022-05-21,Siruseri
39024,1,P1-039024,2022-05-21,Thoraipakkam
39025,1,P1-039025,2022-05-21,thoraipakkam
39026,2,P2-039026,2022-05-21,thoraipakkam
39027,1,P1-039027,2022-05-21,Siruseri
39028,2,P2-039028,2022-05-22,perungudi
39029,1,P1-039029,2022-05-22,Thoraipakkam OMR
39030,1,P1-039030,2022-05-22,Velacherry
39031,2,P2-039031,2022-05-22,navalur
39032,2,P2-039032,2022-05-22,Sholinganalur
39033,1,P1-039033,2022-05-22,navalur
39034,2,P2-039034,2022-05-22,Sholinganalur
39035,1,P1-039035,2022-05-22,Thoraipakkam
39036,1,P1-039036,2022-05-22,Kandanchavadi 
39037,2,P2-039037,2022-05-22,Thoraipakam
39038,2,P2-039038,2022-05-22,thoraipakkam
39039,1,P1-039039,2022-05-22,Karapakkam
39040,2,P2-039040,2022-05-22,perungudi
39041,1,P1-039041,2022-05-22,Thoraipakkam
39042,1,P1-039042,2022-05-22,Sholinganalur
39043,1,P1-039043,2022-05-22,Kandanchavadi 
39044,1,P1-039044,2022-05-22,Karapakkam
39045,2,P2-039045,2022-05-22,kandanchavadi
39046,2,P2-039046,2022-05-22,Kandanchavadi 
39047,1,P1-039047,2022-05-22,Adyar
39048,1,P1-039048,2022-05-22,Kandanchavadi 
39049,2,P2-039049,2022-05-22,Navalur
39050,2,P2-039050,2022-05-22,velachery
39051,2,P2-039051,2022-05-22,Kandanchavadi 
39052,1,P1-039052,2022-05-22,Perungalathur
39053,1,P1-039053,2022-05-22,Perumgudi
39054,1,P1-039054,2022-05-22,Thoraipakam
39055,1,P1-039055,2022-05-22,thoraipakkam
39056,2,P2-039056,2022-05-22,thiruvanmiyur
39057,2,P2-039057,2022-05-22,thiruvanmiyur
39058,2,P2-039058,2022-05-22,Kandanchavadi 
39059,1,P1-039059,2022-05-22,Thiruvanmiyur
39060,2,P2-039060,2022-05-22,Thiruvanmiyur
39061,2,P2-039061,2022-05-22,taramani
39062,2,P2-039062,2022-05-22,kandanchavadi
39063,1,P1-039063,2022-05-22,thiruvanmiyur
39064,2,P2-039064,2022-05-22,sholinganallur
39065,2,P2-039065,2022-05-22,Perungalathur
39066,2,P2-039066,2022-05-22,Adyar
39067,2,P2-039067,2022-05-22,Kandanchavadi 
39068,1,P1-039068,2022-05-22,Taramani
